"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-11 07:14:00,43.5 KiB,5.05 KiB,5.21 KiB,5.19 KiB,5.28 KiB,5.19 KiB,-49.0 KiB,-13.1 KiB,-13.7 KiB,-13.8 KiB,-13.8 KiB,-13.5 KiB
2026-02-11 07:14:40,41.2 KiB,3.00 KiB,2.77 KiB,2.77 KiB,2.79 KiB,2.83 KiB,-45.2 KiB,-11.9 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB,-11.4 KiB
2026-02-11 07:15:20,42.9 KiB,2.20 KiB,2.07 KiB,2.44 KiB,2.16 KiB,2.16 KiB,-46.3 KiB,-11.0 KiB,-10.9 KiB,-11.4 KiB,-10.9 KiB,-10.9 KiB
2026-02-11 07:16:00,26.5 KiB,5.85 KiB,5.88 KiB,5.64 KiB,5.79 KiB,5.83 KiB,-34.5 KiB,-14.7 KiB,-14.1 KiB,-13.8 KiB,-14.0 KiB,-14.0 KiB
2026-02-11 07:16:40,17.7 KiB,3.97 KiB,3.99 KiB,3.72 KiB,3.97 KiB,3.97 KiB,-26.7 KiB,-12.4 KiB,-12.4 KiB,-12.8 KiB,-12.3 KiB,-12.3 KiB
2026-02-11 07:17:20,42.6 KiB,2.58 KiB,2.56 KiB,2.61 KiB,2.57 KiB,2.56 KiB,-46.6 KiB,-11.8 KiB,-11.0 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-11 07:18:00,42.6 KiB,1.76 KiB,1.67 KiB,1.74 KiB,1.65 KiB,1.74 KiB,-46.0 KiB,-10.6 KiB,-10.7 KiB,-10.5 KiB,-10.2 KiB,-10.8 KiB
2026-02-11 07:18:40,42.1 KiB,1.23 KiB,1.25 KiB,1.21 KiB,1.23 KiB,1.22 KiB,-45.4 KiB,-10.1 KiB,-10.1 KiB,-9.81 KiB,-10.4 KiB,-10.0 KiB
2026-02-11 07:19:20,42.6 KiB,1.68 KiB,1.61 KiB,1.67 KiB,1.61 KiB,1.60 KiB,-45.8 KiB,-10.8 KiB,-10.6 KiB,-10.5 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 07:20:00,43.3 KiB,5.54 KiB,5.53 KiB,5.48 KiB,5.49 KiB,5.49 KiB,-49.5 KiB,-14.1 KiB,-13.8 KiB,-13.5 KiB,-13.7 KiB,-13.7 KiB
2026-02-11 07:20:40,42.7 KiB,3.44 KiB,3.46 KiB,3.54 KiB,3.48 KiB,3.47 KiB,-47.7 KiB,-12.1 KiB,-12.0 KiB,-12.3 KiB,-11.9 KiB,-11.9 KiB
2026-02-11 07:21:20,42.5 KiB,1.57 KiB,1.52 KiB,1.57 KiB,1.51 KiB,1.43 KiB,-45.7 KiB,-10.8 KiB,-10.4 KiB,-10.8 KiB,-10.4 KiB,-10.3 KiB
2026-02-11 07:22:00,20.0 KiB,2.06 KiB,2.08 KiB,2.02 KiB,2.07 KiB,2.09 KiB,-27.1 KiB,-11.1 KiB,-11.0 KiB,-10.9 KiB,-10.8 KiB,-10.8 KiB
2026-02-11 07:22:40,44.3 KiB,3.56 KiB,3.63 KiB,3.59 KiB,3.62 KiB,3.56 KiB,-49.8 KiB,-12.1 KiB,-12.0 KiB,-11.7 KiB,-11.9 KiB,-11.9 KiB
2026-02-11 07:23:20,42.8 KiB,2.89 KiB,2.93 KiB,3.19 KiB,2.88 KiB,2.88 KiB,-47.0 KiB,-11.1 KiB,-11.7 KiB,-12.2 KiB,-11.6 KiB,-11.6 KiB
2026-02-11 07:24:00,42.6 KiB,1.64 KiB,1.62 KiB,1.55 KiB,1.64 KiB,1.65 KiB,-45.8 KiB,-10.4 KiB,-10.5 KiB,-10.6 KiB,-10.5 KiB,-10.4 KiB
2026-02-11 07:24:40,42.3 KiB,1.35 KiB,1.33 KiB,1.29 KiB,1.33 KiB,1.33 KiB,-45.5 KiB,-10.2 KiB,-10.4 KiB,-9.88 KiB,-10.2 KiB,-10.1 KiB
2026-02-11 07:25:20,43.0 KiB,4.44 KiB,4.35 KiB,4.89 KiB,4.38 KiB,4.32 KiB,-48.0 KiB,-13.0 KiB,-12.6 KiB,-13.6 KiB,-12.9 KiB,-12.9 KiB
2026-02-11 07:26:00,41.8 KiB,4.69 KiB,4.61 KiB,4.60 KiB,4.52 KiB,4.61 KiB,-47.5 KiB,-12.7 KiB,-12.6 KiB,-12.9 KiB,-12.6 KiB,-12.6 KiB
2026-02-11 07:26:40,43.9 KiB,2.47 KiB,2.52 KiB,2.50 KiB,2.49 KiB,2.47 KiB,-47.9 KiB,-11.5 KiB,-11.6 KiB,-11.1 KiB,-11.4 KiB,-11.5 KiB
2026-02-11 07:27:20,14.8 KiB,4.69 KiB,4.57 KiB,4.03 KiB,4.63 KiB,4.60 KiB,-24.3 KiB,-13.5 KiB,-13.3 KiB,-12.4 KiB,-12.9 KiB,-13.0 KiB
2026-02-11 07:28:00,43.4 KiB,5.15 KiB,5.13 KiB,5.06 KiB,5.12 KiB,5.09 KiB,-48.9 KiB,-13.5 KiB,-13.7 KiB,-13.8 KiB,-13.0 KiB,-13.5 KiB
2026-02-11 07:28:40,42.3 KiB,1.46 KiB,1.46 KiB,1.45 KiB,1.48 KiB,1.51 KiB,-45.5 KiB,-10.5 KiB,-10.3 KiB,-10.5 KiB,-10.3 KiB,-10.2 KiB
2026-02-11 07:29:20,43.6 KiB,6.94 KiB,7.01 KiB,6.60 KiB,6.98 KiB,6.95 KiB,-50.3 KiB,-15.3 KiB,-15.4 KiB,-15.1 KiB,-14.9 KiB,-14.9 KiB
2026-02-11 07:30:00,43.2 KiB,4.38 KiB,4.30 KiB,4.32 KiB,4.36 KiB,4.35 KiB,-48.1 KiB,-12.8 KiB,-13.0 KiB,-13.0 KiB,-12.8 KiB,-12.7 KiB
2026-02-11 07:30:40,42.7 KiB,2.01 KiB,1.99 KiB,1.98 KiB,1.99 KiB,2.03 KiB,-46.2 KiB,-10.9 KiB,-10.9 KiB,-10.9 KiB,-10.7 KiB,-10.7 KiB
2026-02-11 07:31:20,41.3 KiB,1.81 KiB,1.64 KiB,1.67 KiB,1.66 KiB,1.64 KiB,-44.6 KiB,-10.9 KiB,-10.7 KiB,-10.5 KiB,-10.5 KiB,-10.4 KiB
2026-02-11 07:32:00,42.7 KiB,2.58 KiB,2.65 KiB,2.60 KiB,2.62 KiB,2.61 KiB,-45.9 KiB,-11.5 KiB,-11.4 KiB,-11.2 KiB,-11.3 KiB,-11.3 KiB
2026-02-11 07:32:40,12.6 KiB,1.41 KiB,1.39 KiB,1.45 KiB,1.41 KiB,1.43 KiB,-20.2 KiB,-10.4 KiB,-10.4 KiB,-10.3 KiB,-10.2 KiB,-10.2 KiB
2026-02-11 07:33:20,24.7 KiB,1.72 KiB,1.83 KiB,1.82 KiB,1.81 KiB,1.71 KiB,-31.3 KiB,-10.8 KiB,-10.6 KiB,-10.6 KiB,-10.6 KiB,-10.2 KiB
2026-02-11 07:34:00,42.6 KiB,1.57 KiB,1.59 KiB,1.57 KiB,1.62 KiB,1.62 KiB,-45.8 KiB,-10.5 KiB,-10.6 KiB,-10.5 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 07:34:40,43.2 KiB,5.11 KiB,5.16 KiB,5.07 KiB,5.13 KiB,5.09 KiB,-48.9 KiB,-13.4 KiB,-13.4 KiB,-13.8 KiB,-13.4 KiB,-13.4 KiB
2026-02-11 07:35:20,42.9 KiB,3.24 KiB,3.33 KiB,3.83 KiB,3.27 KiB,3.29 KiB,-47.1 KiB,-11.8 KiB,-11.9 KiB,-12.7 KiB,-11.9 KiB,-11.9 KiB
2026-02-11 07:36:00,42.5 KiB,1.57 KiB,1.57 KiB,1.52 KiB,1.57 KiB,1.57 KiB,-46.0 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB,-10.3 KiB
2026-02-11 07:36:40,42.5 KiB,1.45 KiB,1.56 KiB,1.60 KiB,1.55 KiB,1.44 KiB,-46.0 KiB,-10.2 KiB,-10.3 KiB,-10.7 KiB,-10.2 KiB,-10.2 KiB
2026-02-11 07:37:20,42.6 KiB,1.68 KiB,1.59 KiB,1.64 KiB,1.71 KiB,1.61 KiB,-45.8 KiB,-10.5 KiB,-10.6 KiB,-10.5 KiB,-10.8 KiB,-10.1 KiB
2026-02-11 07:38:00,42.0 KiB,5.13 KiB,5.20 KiB,5.09 KiB,5.07 KiB,5.09 KiB,-47.0 KiB,-13.7 KiB,-13.8 KiB,-13.6 KiB,-13.5 KiB,-13.5 KiB
2026-02-11 07:38:40,6.99 KiB,1.86 KiB,1.80 KiB,1.94 KiB,1.77 KiB,1.87 KiB,-16.0 KiB,-10.7 KiB,-10.5 KiB,-10.9 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 07:39:20,42.8 KiB,3.19 KiB,3.76 KiB,3.25 KiB,3.19 KiB,3.09 KiB,-47.0 KiB,-12.0 KiB,-12.8 KiB,-11.9 KiB,-11.8 KiB,-11.5 KiB
2026-02-11 07:40:00,42.7 KiB,1.75 KiB,1.77 KiB,1.70 KiB,1.77 KiB,1.75 KiB,-45.9 KiB,-10.6 KiB,-10.6 KiB,-10.9 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 07:40:40,42.1 KiB,1.18 KiB,1.22 KiB,1.21 KiB,1.22 KiB,1.21 KiB,-45.4 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB,-10.0 KiB,-10.0 KiB
2026-02-11 07:41:20,42.6 KiB,1.64 KiB,1.64 KiB,1.56 KiB,1.60 KiB,1.61 KiB,-45.8 KiB,-10.5 KiB,-10.5 KiB,-10.6 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 07:42:00,42.4 KiB,1.56 KiB,1.52 KiB,1.50 KiB,1.58 KiB,1.55 KiB,-45.7 KiB,-10.5 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 07:42:40,42.4 KiB,2.41 KiB,2.53 KiB,2.53 KiB,2.45 KiB,2.41 KiB,-46.5 KiB,-11.1 KiB,-11.4 KiB,-11.2 KiB,-11.1 KiB,-11.0 KiB
2026-02-11 07:43:20,43.4 KiB,6.68 KiB,6.35 KiB,6.37 KiB,6.26 KiB,6.29 KiB,-50.0 KiB,-15.0 KiB,-14.8 KiB,-14.5 KiB,-14.6 KiB,-14.5 KiB
2026-02-11 07:44:00,14.5 KiB,4.83 KiB,4.74 KiB,4.83 KiB,4.76 KiB,4.82 KiB,-24.4 KiB,-13.2 KiB,-13.6 KiB,-13.2 KiB,-13.1 KiB,-13.1 KiB
2026-02-11 07:44:40,42.9 KiB,2.96 KiB,2.90 KiB,2.83 KiB,2.93 KiB,2.95 KiB,-46.6 KiB,-11.5 KiB,-11.8 KiB,-12.2 KiB,-11.4 KiB,-11.4 KiB
2026-02-11 07:45:20,43.1 KiB,2.79 KiB,3.10 KiB,3.06 KiB,3.04 KiB,3.07 KiB,-47.0 KiB,-11.8 KiB,-12.0 KiB,-12.1 KiB,-11.5 KiB,-11.5 KiB
2026-02-11 07:46:00,42.6 KiB,1.50 KiB,1.46 KiB,1.49 KiB,1.50 KiB,1.45 KiB,-45.7 KiB,-10.4 KiB,-10.4 KiB,-10.7 KiB,-10.3 KiB,-10.3 KiB
2026-02-11 07:46:40,42.6 KiB,2.63 KiB,2.62 KiB,2.60 KiB,2.66 KiB,2.64 KiB,-46.7 KiB,-11.4 KiB,-11.4 KiB,-11.4 KiB,-11.2 KiB,-11.2 KiB
2026-02-11 07:47:20,41.5 KiB,2.05 KiB,2.23 KiB,2.28 KiB,2.16 KiB,2.17 KiB,-44.9 KiB,-11.2 KiB,-11.0 KiB,-11.3 KiB,-10.8 KiB,-10.8 KiB
2026-02-11 07:48:00,43.2 KiB,3.22 KiB,3.26 KiB,3.24 KiB,3.23 KiB,3.30 KiB,-47.9 KiB,-12.1 KiB,-11.8 KiB,-12.0 KiB,-11.7 KiB,-11.7 KiB
2026-02-11 07:48:40,42.4 KiB,1.34 KiB,1.41 KiB,1.32 KiB,1.41 KiB,1.46 KiB,-45.7 KiB,-10.1 KiB,-10.2 KiB,-10.1 KiB,-10.2 KiB,-10.2 KiB
2026-02-11 07:49:20,10.2 KiB,1.89 KiB,1.84 KiB,1.83 KiB,1.91 KiB,1.96 KiB,-18.0 KiB,-10.8 KiB,-10.8 KiB,-11.1 KiB,-10.6 KiB,-10.6 KiB
2026-02-11 07:50:00,43.0 KiB,3.27 KiB,3.23 KiB,3.18 KiB,3.22 KiB,3.18 KiB,-47.0 KiB,-11.9 KiB,-11.9 KiB,-12.0 KiB,-12.2 KiB,-12.1 KiB
2026-02-11 07:50:40,42.1 KiB,1.22 KiB,1.23 KiB,1.21 KiB,1.25 KiB,1.20 KiB,-45.4 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB
2026-02-11 07:51:20,42.6 KiB,1.59 KiB,1.63 KiB,1.68 KiB,1.63 KiB,1.60 KiB,-46.0 KiB,-10.2 KiB,-10.5 KiB,-10.8 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 07:52:00,42.8 KiB,2.20 KiB,2.22 KiB,2.26 KiB,2.23 KiB,2.25 KiB,-46.8 KiB,-11.0 KiB,-11.1 KiB,-11.0 KiB,-10.9 KiB,-10.9 KiB
2026-02-11 07:52:40,43.3 KiB,5.22 KiB,5.11 KiB,5.11 KiB,5.17 KiB,5.16 KiB,-49.2 KiB,-13.4 KiB,-13.7 KiB,-13.8 KiB,-13.3 KiB,-13.3 KiB
2026-02-11 07:53:20,44.4 KiB,1.84 KiB,1.94 KiB,1.84 KiB,1.90 KiB,1.91 KiB,-47.6 KiB,-11.0 KiB,-10.7 KiB,-10.5 KiB,-10.6 KiB,-10.6 KiB
2026-02-11 07:54:00,42.5 KiB,1.58 KiB,1.55 KiB,1.60 KiB,1.57 KiB,1.62 KiB,-45.1 KiB,-10.6 KiB,-10.4 KiB,-10.5 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 07:54:40,25.1 KiB,5.74 KiB,5.61 KiB,5.63 KiB,5.71 KiB,5.67 KiB,-33.5 KiB,-13.9 KiB,-14.4 KiB,-14.2 KiB,-13.7 KiB,-13.8 KiB
2026-02-11 07:55:20,43.5 KiB,7.73 KiB,7.84 KiB,7.81 KiB,7.81 KiB,7.83 KiB,-50.8 KiB,-16.3 KiB,-15.9 KiB,-15.5 KiB,-15.7 KiB,-15.7 KiB
2026-02-11 07:56:00,42.6 KiB,1.70 KiB,1.70 KiB,1.71 KiB,1.69 KiB,1.67 KiB,-46.2 KiB,-10.7 KiB,-10.5 KiB,-10.5 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 07:56:40,43.1 KiB,4.31 KiB,4.43 KiB,4.43 KiB,4.40 KiB,4.39 KiB,-48.5 KiB,-13.3 KiB,-12.7 KiB,-12.7 KiB,-12.7 KiB,-12.7 KiB
2026-02-11 07:57:20,43.6 KiB,6.11 KiB,5.84 KiB,5.52 KiB,5.84 KiB,5.86 KiB,-49.4 KiB,-15.0 KiB,-14.2 KiB,-13.6 KiB,-14.0 KiB,-14.0 KiB
2026-02-11 07:58:00,42.7 KiB,1.70 KiB,1.77 KiB,1.75 KiB,1.74 KiB,1.78 KiB,-45.8 KiB,-10.9 KiB,-10.6 KiB,-10.6 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 07:58:40,43.0 KiB,4.52 KiB,4.46 KiB,4.40 KiB,4.47 KiB,4.45 KiB,-48.5 KiB,-12.8 KiB,-12.8 KiB,-13.1 KiB,-12.8 KiB,-12.8 KiB
2026-02-11 07:59:20,42.9 KiB,2.73 KiB,2.70 KiB,2.65 KiB,2.69 KiB,2.54 KiB,-46.9 KiB,-11.7 KiB,-11.4 KiB,-11.7 KiB,-11.3 KiB,-10.9 KiB
2026-02-11 08:00:00,23.2 KiB,1.79 KiB,1.76 KiB,1.76 KiB,1.79 KiB,1.77 KiB,-29.4 KiB,-10.6 KiB,-10.7 KiB,-10.7 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 08:00:40,20.1 KiB,4.59 KiB,4.64 KiB,4.52 KiB,4.56 KiB,4.59 KiB,-28.8 KiB,-13.1 KiB,-12.9 KiB,-13.5 KiB,-12.9 KiB,-12.9 KiB
2026-02-11 08:01:20,43.1 KiB,2.77 KiB,2.74 KiB,2.40 KiB,2.75 KiB,2.73 KiB,-48.1 KiB,-11.3 KiB,-11.7 KiB,-10.7 KiB,-11.1 KiB,-11.5 KiB
2026-02-11 08:02:00,42.9 KiB,2.78 KiB,2.81 KiB,2.83 KiB,2.83 KiB,2.80 KiB,-46.9 KiB,-11.9 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB
2026-02-11 08:02:40,42.3 KiB,1.40 KiB,1.40 KiB,1.38 KiB,1.43 KiB,1.37 KiB,-45.7 KiB,-10.2 KiB,-10.2 KiB,-10.4 KiB,-10.2 KiB,-10.1 KiB
2026-02-11 08:03:20,43.3 KiB,4.51 KiB,4.06 KiB,4.46 KiB,4.47 KiB,4.42 KiB,-48.5 KiB,-12.9 KiB,-12.6 KiB,-13.2 KiB,-12.8 KiB,-12.8 KiB
2026-02-11 08:04:00,42.9 KiB,2.29 KiB,2.21 KiB,2.33 KiB,2.27 KiB,2.24 KiB,-46.5 KiB,-11.0 KiB,-11.4 KiB,-11.0 KiB,-11.0 KiB,-10.6 KiB
2026-02-11 08:04:40,42.2 KiB,1.43 KiB,1.36 KiB,1.42 KiB,1.43 KiB,1.47 KiB,-45.6 KiB,-10.3 KiB,-10.6 KiB,-10.2 KiB,-10.2 KiB,-10.4 KiB
2026-02-11 08:05:20,44.0 KiB,6.85 KiB,6.82 KiB,6.89 KiB,6.87 KiB,6.81 KiB,-50.5 KiB,-15.1 KiB,-15.3 KiB,-15.1 KiB,-14.9 KiB,-14.8 KiB
2026-02-11 08:06:00,32.9 KiB,4.73 KiB,4.67 KiB,4.63 KiB,4.66 KiB,4.66 KiB,-40.2 KiB,-13.1 KiB,-13.3 KiB,-13.3 KiB,-13.0 KiB,-13.0 KiB
2026-02-11 08:06:40,42.1 KiB,1.23 KiB,1.23 KiB,1.19 KiB,1.22 KiB,1.23 KiB,-45.5 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB
2026-02-11 08:07:20,42.6 KiB,1.67 KiB,1.76 KiB,1.75 KiB,1.73 KiB,1.76 KiB,-45.9 KiB,-10.9 KiB,-10.9 KiB,-10.6 KiB,-10.2 KiB,-10.5 KiB
2026-02-11 08:08:00,42.9 KiB,3.34 KiB,3.34 KiB,3.36 KiB,3.39 KiB,3.33 KiB,-47.4 KiB,-12.1 KiB,-12.0 KiB,-12.0 KiB,-11.9 KiB,-11.9 KiB
2026-02-11 08:08:40,43.7 KiB,8.45 KiB,8.48 KiB,8.51 KiB,8.47 KiB,8.37 KiB,-51.5 KiB,-16.9 KiB,-16.5 KiB,-16.4 KiB,-16.1 KiB,-16.3 KiB
2026-02-11 08:09:20,42.6 KiB,1.60 KiB,1.61 KiB,1.63 KiB,1.62 KiB,1.64 KiB,-45.8 KiB,-10.6 KiB,-10.5 KiB,-10.2 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:10:00,42.7 KiB,2.01 KiB,2.04 KiB,1.93 KiB,2.01 KiB,1.96 KiB,-46.3 KiB,-10.8 KiB,-10.7 KiB,-11.1 KiB,-10.7 KiB,-10.7 KiB
2026-02-11 08:10:40,43.8 KiB,8.19 KiB,8.20 KiB,8.13 KiB,8.17 KiB,8.07 KiB,-51.5 KiB,-16.3 KiB,-16.0 KiB,-16.4 KiB,-15.8 KiB,-16.0 KiB
2026-02-11 08:11:20,2.03 KiB,1.50 KiB,1.46 KiB,1.50 KiB,1.46 KiB,1.45 KiB,-11.2 KiB,-10.7 KiB,-10.1 KiB,-10.4 KiB,-10.3 KiB,-10.3 KiB
2026-02-11 08:12:00,2.20 KiB,1.65 KiB,1.75 KiB,1.68 KiB,1.72 KiB,1.70 KiB,-11.3 KiB,-10.8 KiB,-10.6 KiB,-10.7 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 08:12:40,1.83 KiB,1.37 KiB,1.38 KiB,1.34 KiB,1.36 KiB,1.34 KiB,-11.2 KiB,-10.2 KiB,-10.2 KiB,-10.4 KiB,-10.2 KiB,-10.1 KiB
2026-02-11 08:13:20,16.2 KiB,11.2 KiB,11.0 KiB,10.7 KiB,10.9 KiB,10.8 KiB,-30.1 KiB,-18.4 KiB,-18.7 KiB,-18.8 KiB,-18.4 KiB,-18.4 KiB
2026-02-11 08:14:00,42.6 KiB,1.64 KiB,1.62 KiB,1.53 KiB,1.61 KiB,1.66 KiB,-45.7 KiB,-10.5 KiB,-10.5 KiB,-10.6 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:14:40,42.4 KiB,1.64 KiB,1.67 KiB,1.72 KiB,1.67 KiB,1.69 KiB,-46.0 KiB,-10.6 KiB,-10.6 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:15:20,42.7 KiB,1.69 KiB,1.65 KiB,1.66 KiB,1.68 KiB,1.73 KiB,-45.9 KiB,-10.6 KiB,-10.6 KiB,-10.5 KiB,-10.5 KiB,-10.4 KiB
2026-02-11 08:16:00,42.6 KiB,1.62 KiB,1.61 KiB,1.59 KiB,1.58 KiB,1.60 KiB,-45.6 KiB,-10.5 KiB,-10.6 KiB,-10.6 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:16:40,42.5 KiB,1.65 KiB,1.49 KiB,1.55 KiB,1.60 KiB,1.48 KiB,-45.7 KiB,-10.7 KiB,-10.3 KiB,-10.6 KiB,-10.3 KiB,-10.2 KiB
2026-02-11 08:17:20,42.6 KiB,1.71 KiB,1.78 KiB,1.61 KiB,1.75 KiB,1.75 KiB,-46.0 KiB,-10.7 KiB,-10.9 KiB,-10.2 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 08:18:00,43.0 KiB,2.13 KiB,1.97 KiB,2.10 KiB,2.09 KiB,2.06 KiB,-46.3 KiB,-11.0 KiB,-11.3 KiB,-10.8 KiB,-10.7 KiB,-10.7 KiB
2026-02-11 08:18:40,10.0 KiB,1.43 KiB,1.39 KiB,1.43 KiB,1.44 KiB,1.47 KiB,-17.8 KiB,-10.3 KiB,-10.6 KiB,-10.3 KiB,-10.2 KiB,-10.2 KiB
2026-02-11 08:19:20,42.8 KiB,1.93 KiB,1.88 KiB,1.94 KiB,1.98 KiB,1.96 KiB,-45.9 KiB,-10.9 KiB,-11.2 KiB,-10.7 KiB,-10.6 KiB,-10.6 KiB
2026-02-11 08:20:00,42.8 KiB,1.75 KiB,1.73 KiB,1.74 KiB,1.76 KiB,1.79 KiB,-46.0 KiB,-10.8 KiB,-10.7 KiB,-10.6 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 08:20:40,42.3 KiB,1.45 KiB,1.42 KiB,1.44 KiB,1.46 KiB,1.44 KiB,-45.5 KiB,-10.3 KiB,-10.4 KiB,-10.4 KiB,-10.2 KiB,-10.2 KiB
2026-02-11 08:21:20,43.0 KiB,9.44 KiB,9.35 KiB,9.20 KiB,9.30 KiB,9.29 KiB,-51.4 KiB,-17.2 KiB,-17.7 KiB,-17.3 KiB,-17.0 KiB,-17.0 KiB
2026-02-11 08:22:00,42.7 KiB,1.69 KiB,1.72 KiB,1.71 KiB,1.73 KiB,1.73 KiB,-46.1 KiB,-10.7 KiB,-10.5 KiB,-10.5 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 08:22:40,42.6 KiB,2.42 KiB,2.41 KiB,2.46 KiB,2.43 KiB,2.45 KiB,-46.5 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB,-11.1 KiB,-11.1 KiB
2026-02-11 08:23:20,42.8 KiB,2.23 KiB,2.31 KiB,2.35 KiB,2.34 KiB,2.37 KiB,-46.3 KiB,-11.2 KiB,-11.2 KiB,-11.3 KiB,-11.0 KiB,-11.0 KiB
2026-02-11 08:24:00,15.0 KiB,8.51 KiB,8.32 KiB,8.34 KiB,8.44 KiB,8.40 KiB,-27.0 KiB,-16.3 KiB,-16.6 KiB,-16.2 KiB,-16.4 KiB,-16.3 KiB
2026-02-11 08:24:40,42.3 KiB,1.31 KiB,1.35 KiB,1.36 KiB,1.36 KiB,1.38 KiB,-45.5 KiB,-10.5 KiB,-10.2 KiB,-10.2 KiB,-10.1 KiB,-10.2 KiB
2026-02-11 08:25:20,42.8 KiB,2.61 KiB,2.59 KiB,2.62 KiB,2.54 KiB,2.62 KiB,-46.7 KiB,-11.3 KiB,-11.3 KiB,-11.6 KiB,-11.2 KiB,-11.3 KiB
2026-02-11 08:26:00,41.2 KiB,1.70 KiB,1.68 KiB,1.61 KiB,1.67 KiB,1.70 KiB,-44.3 KiB,-10.2 KiB,-10.2 KiB,-10.3 KiB,-10.1 KiB,-10.1 KiB
2026-02-11 08:26:40,43.9 KiB,2.35 KiB,2.37 KiB,2.33 KiB,2.34 KiB,2.33 KiB,-48.1 KiB,-11.6 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB,-11.3 KiB
2026-02-11 08:27:20,42.6 KiB,1.65 KiB,1.63 KiB,1.69 KiB,1.62 KiB,1.67 KiB,-45.8 KiB,-10.2 KiB,-10.7 KiB,-10.8 KiB,-10.4 KiB,-10.5 KiB
2026-02-11 08:28:00,43.8 KiB,7.43 KiB,7.49 KiB,7.28 KiB,7.32 KiB,7.44 KiB,-51.0 KiB,-15.6 KiB,-15.4 KiB,-15.8 KiB,-15.3 KiB,-15.3 KiB
2026-02-11 08:28:40,42.4 KiB,1.76 KiB,1.75 KiB,1.75 KiB,1.76 KiB,1.78 KiB,-46.0 KiB,-10.6 KiB,-10.7 KiB,-10.6 KiB,-10.6 KiB,-10.4 KiB
2026-02-11 08:29:20,15.4 KiB,2.64 KiB,2.75 KiB,2.73 KiB,2.70 KiB,2.71 KiB,-23.0 KiB,-11.4 KiB,-11.4 KiB,-11.7 KiB,-11.3 KiB,-11.3 KiB
2026-02-11 08:30:00,42.9 KiB,3.72 KiB,3.73 KiB,3.73 KiB,3.71 KiB,3.69 KiB,-47.6 KiB,-12.3 KiB,-12.6 KiB,-12.3 KiB,-12.3 KiB,-12.3 KiB
2026-02-11 08:30:40,42.2 KiB,1.23 KiB,1.22 KiB,1.21 KiB,1.21 KiB,1.26 KiB,-45.5 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB
2026-02-11 08:31:20,43.1 KiB,4.38 KiB,4.47 KiB,5.10 KiB,4.42 KiB,4.41 KiB,-47.9 KiB,-13.1 KiB,-12.9 KiB,-13.8 KiB,-12.9 KiB,-12.9 KiB
2026-02-11 08:32:00,43.5 KiB,4.06 KiB,4.05 KiB,4.03 KiB,4.14 KiB,4.13 KiB,-47.8 KiB,-12.9 KiB,-12.8 KiB,-12.8 KiB,-12.5 KiB,-12.5 KiB
2026-02-11 08:32:40,42.8 KiB,3.57 KiB,3.55 KiB,3.63 KiB,3.54 KiB,3.58 KiB,-47.4 KiB,-12.3 KiB,-12.3 KiB,-12.1 KiB,-12.0 KiB,-12.0 KiB
2026-02-11 08:33:20,42.1 KiB,2.33 KiB,2.34 KiB,2.14 KiB,2.33 KiB,2.38 KiB,-46.1 KiB,-11.8 KiB,-11.2 KiB,-10.7 KiB,-11.0 KiB,-11.0 KiB
